varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
"n,bins,patches",matplotlib.pyplot.hist,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
"n,bins,patches",matplotlib.pyplot.hist,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
"n,bins,patches",matplotlib.pyplot.hist,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
"n,bins,patches",matplotlib.pyplot.hist,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
flist,os.listdir,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
flist,os.listdir,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
flist,os.listdir,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
flist,os.listdir,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
flist,os.listdir,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
numbered,pandas.Series,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
numbered,pandas.Series,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
numbered,pandas.Series,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
numbered,pandas.Series,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
recording_times_frame,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarm_t,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
frame,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarm_stats_cum_rec,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarm_stats_cum_al,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarm_stats_cum_total,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarms_over_1_hour,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarms_over_10_min,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
alarms_over_1_min,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
vent_modes_all,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
recording_duration_hours_all,pandas.DataFrame,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
total_recording_time,datetime.timedelta,CLUSTER_14,CLUSTER_0,CLUSTER_9,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
data,pandas.DataFrame,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
random_df,pandas.DataFrame,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
iris,pandas.read_csv,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data['dist'],numpy.sqrt,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
a,seaborn.clustermap,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
g,seaborn.clustermap,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
g,seaborn.clustermap,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
g,seaborn.clustermap,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X,y",sklearn.datasets.make_circles,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
iris_norm[col+'_z'],scipy.stats.zscore,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,axes",matplotlib.pyplot.subplots,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data['DATE'],pandas.to_datetime,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_json,CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
X_std,sklearn.preprocessing.StandardScaler,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
X_std_test,sklearn.preprocessing.StandardScaler,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
sklearn_pca,sklearn.decomposition.PCA,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
sklearn_pca,sklearn.decomposition.PCA,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
pca,sklearn.decomposition.PCA,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
classes,numpy.array,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
classes,numpy.unique,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
score,sklearn.model_selection.cross_val_score,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
