varible_name,method,cluster
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
boston,sklearn.datasets.load_boston,SCIKIT_LEARN
iris,sklearn.datasets.load_iris,SCIKIT_LEARN
rf,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN
rf,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN
rf,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN
rf,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN
rf,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN
rf,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN
rfe,sklearn.feature_selection.RFE,SCIKIT_LEARN
sel,sklearn.feature_selection.VarianceThreshold,SCIKIT_LEARN
chi2score,sklearn.feature_selection.chi2,SCIKIT_LEARN
lasso,sklearn.linear_model.Lasso,SCIKIT_LEARN
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN
ridge,sklearn.linear_model.Ridge,SCIKIT_LEARN
acc,sklearn.metrics.r2_score,SCIKIT_LEARN
shuff_acc,sklearn.metrics.r2_score,SCIKIT_LEARN
acc,sklearn.metrics.r2_score,SCIKIT_LEARN
shuff_acc,sklearn.metrics.r2_score,SCIKIT_LEARN
scaler,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN
pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
regr,sklearn.ensemble.RandomForestRegressor,NUMPY_VISUALIZATION
ridge_cv,sklearn.linear_model.RidgeCV,NUMPY_VISUALIZATION
crossed,sklearn.model_selection.cross_validate,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
scaler,sklearn.preprocessing.StandardScaler,NUMPY_VISUALIZATION
scaler_y,sklearn.preprocessing.StandardScaler,NUMPY_VISUALIZATION
model_1,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
model_2,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
model_1,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
model_2,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
score_1,sklearn.metrics.accuracy_score,NUMPY_VISUALIZATION
score_2,sklearn.metrics.accuracy_score,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
linreg,sklearn.linear_model.LinearRegression,NUMPY_VISUALIZATION
linreg3,sklearn.linear_model.LinearRegression,NUMPY_VISUALIZATION
linreg5,sklearn.linear_model.LinearRegression,NUMPY_VISUALIZATION
logreg,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
linreg2,sklearn.linear_model.SGDRegressor,NUMPY_VISUALIZATION
linreg4,sklearn.linear_model.SGDRegressor,NUMPY_VISUALIZATION
linreg6,sklearn.linear_model.SGDRegressor,NUMPY_VISUALIZATION
"X_train,X_validation,Y_train,Y_validation",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
pca,sklearn.decomposition.PCA,SCIENTIFIC_COMPUTING
pca,sklearn.decomposition.PCA,SCIENTIFIC_COMPUTING
pca5acc,sklearn.model_selection.cross_val_score,SCIENTIFIC_COMPUTING
pca2acc,sklearn.model_selection.cross_val_score,SCIENTIFIC_COMPUTING
nopcacc,sklearn.model_selection.cross_val_score,SCIENTIFIC_COMPUTING
pca5acc,sklearn.model_selection.cross_val_score,SCIENTIFIC_COMPUTING
pca2acc,sklearn.model_selection.cross_val_score,SCIENTIFIC_COMPUTING
nopcacc,sklearn.model_selection.cross_val_score,SCIENTIFIC_COMPUTING
kmeans_model,sklearn.cluster.MiniBatchKMeans,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
svd,sklearn.decomposition.TruncatedSVD,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
pca,sklearn.decomposition.PCA,CS771
taxa_acerto,sklearn.metrics.accuracy_score,SCIENTIFIC_COMPUTING
taxa_acerto,sklearn.metrics.accuracy_score,SCIENTIFIC_COMPUTING
taxa_acerto,sklearn.metrics.accuracy_score,SCIENTIFIC_COMPUTING
taxa_acerto,sklearn.metrics.accuracy_score,SCIENTIFIC_COMPUTING
confusao,sklearn.metrics.confusion_matrix,SCIENTIFIC_COMPUTING
confusao,sklearn.metrics.confusion_matrix,SCIENTIFIC_COMPUTING
confusao,sklearn.metrics.confusion_matrix,SCIENTIFIC_COMPUTING
confusao,sklearn.metrics.confusion_matrix,SCIENTIFIC_COMPUTING
"X_treinamento,X_teste,y_treinamento,y_teste",sklearn.model_selection.train_test_split,SCIENTIFIC_COMPUTING
"X_treinamento,X_teste,y_treinamento,y_teste",sklearn.model_selection.train_test_split,SCIENTIFIC_COMPUTING
"X_treinamento,X_teste,y_treinamento,y_teste",sklearn.model_selection.train_test_split,SCIENTIFIC_COMPUTING
"X_treinamento,X_teste,y_treinamento,y_teste",sklearn.model_selection.train_test_split,SCIENTIFIC_COMPUTING
naive_bayes,sklearn.naive_bayes.GaussianNB,SCIENTIFIC_COMPUTING
labelencoder,sklearn.preprocessing.LabelEncoder,SCIENTIFIC_COMPUTING
labelencoder,sklearn.preprocessing.LabelEncoder,SCIENTIFIC_COMPUTING
labelencoder,sklearn.preprocessing.LabelEncoder,SCIENTIFIC_COMPUTING
labelencoder,sklearn.preprocessing.LabelEncoder,SCIENTIFIC_COMPUTING
arvore,sklearn.tree.DecisionTreeClassifier,SCIENTIFIC_COMPUTING
le,sklearn.preprocessing.LabelEncoder,NUMPY_VISUALIZATION
sc,sklearn.preprocessing.MinMaxScaler,STRUCTURED_DATA_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,IPython
iris,sklearn.datasets.load_iris,NUMPY_VISUALIZATION
classifier,sklearn.neighbors.KNeighborsClassifier,NUMPY_VISUALIZATION
pipe,sklearn.pipeline.Pipeline,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
pipe,sklearn.pipeline.Pipeline,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
"(trainX,testX,trainY,testY)",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,STRUCTURED_DATA_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,STRUCTURED_DATA_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,STRUCTURED_DATA_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,STRUCTURED_DATA_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,STRUCTURED_DATA_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,STRUCTURED_DATA_VISUALIZATION
le,sklearn.preprocessing.LabelEncoder,STRUCTURED_DATA_VISUALIZATION
le,sklearn.preprocessing.LabelEncoder,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca_reduction,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
death_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
death_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
confirm_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
recover_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
death_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
confirm_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
recover_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
death_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
confirm_model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
model,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
train_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
test_model_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
poly_features,sklearn.preprocessing.PolynomialFeatures,STRUCTURED_DATA_VISUALIZATION
poly_features,sklearn.preprocessing.PolynomialFeatures,STRUCTURED_DATA_VISUALIZATION
estimator,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
LEncoder,sklearn.preprocessing.LabelEncoder,SCIKIT_LEARN_VISUALIZATION
MMEncoder,sklearn.preprocessing.MinMaxScaler,SCIKIT_LEARN_VISUALIZATION
gb,sklearn.ensemble.GradientBoostingClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
gb2,sklearn.ensemble.GradientBoostingClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
rf_kfold,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
rf,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
rf1,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
rf2,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
gs,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
clf,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
k_fold,sklearn.model_selection.KFold,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
scores,sklearn.model_selection.cross_validate,STRUCTURED_DATA_VISUALIZATION
"x_remaining,X_test,y_remaining,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_val,y_train,y_val",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"x_remaining,X_test,y_remaining,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_val,y_train,y_val",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
mlb,sklearn.preprocessing.MultiLabelBinarizer,STRUCTURED_DATA_VISUALIZATION
ohe,sklearn.preprocessing.OneHotEncoder,STRUCTURED_DATA_VISUALIZATION
pca,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
pca,sklearn.decomposition.PCA,STRUCTURED_DATA_VISUALIZATION
reviews_train,sklearn.datasets.load_files,NUMPY_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
lr_w2v,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
words_train,sklearn.manifold.TSNE,NUMPY_VISUALIZATION
"text_train_sub,text_val,y_train_sub,y_val",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
scaler,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN_VISUALIZATION
kmeans,sklearn.cluster.KMeans,STRUCTURED_DATA_VISUALIZATION
"data_train,data_test,trgt_train,trgt_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
reg,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
folds,sklearn.model_selection.KFold,NUMPY_VISUALIZATION
folds,sklearn.model_selection.StratifiedKFold,NUMPY_VISUALIZATION
model,sklearn.cluster.KMeans,SCIKIT_LEARN_VISUALIZATION
final_model,sklearn.cluster.KMeans,SCIKIT_LEARN_VISUALIZATION
linreg,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
search_g_1_b,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_1_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_g_2_b,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_2_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_3_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_g_4_b,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_4_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_g_5_b,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_5_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_g_6_b,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_6_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_g_7_b,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_7_lstm,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
search_r_3_b,sklearn.model_selection.RandomizedSearchCV,SCIKIT_LEARN_VISUALIZATION
tscv,sklearn.model_selection.TimeSeriesSplit,SCIKIT_LEARN_VISUALIZATION
"X_train_1,X_test_1,y_train_1,y_test_1",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train_2,X_test_2,y_train_2,y_test_2",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train_3,X_test_3,y_train_3,y_test_3",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train_4,X_test_4,y_train_4,y_test_4",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train_5,X_test_5,y_train_5,y_test_5",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train_6,X_test_6,y_train_6,y_test_6",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train_7,X_test_7,y_train_7,y_test_7",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
pipeline_b,sklearn.pipeline.Pipeline,SCIKIT_LEARN_VISUALIZATION
reg_fit,sklearn.linear_model.LinearRegression,NUMPY_VISUALIZATION
test_pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
opt_pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
test_pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
opt_pca,sklearn.decomposition.PCA,NUMPY_VISUALIZATION
adab_model,sklearn.ensemble.AdaBoostClassifier,NUMPY_VISUALIZATION
adab_default,sklearn.ensemble.AdaBoostClassifier,NUMPY_VISUALIZATION
classifier,sklearn.ensemble.AdaBoostClassifier,NUMPY_VISUALIZATION
adab_def,sklearn.ensemble.AdaBoostClassifier,NUMPY_VISUALIZATION
opt_clf,sklearn.ensemble.AdaBoostClassifier,NUMPY_VISUALIZATION
gdb_model,sklearn.ensemble.GradientBoostingClassifier,NUMPY_VISUALIZATION
gdb_default,sklearn.ensemble.GradientBoostingClassifier,NUMPY_VISUALIZATION
rf_model,sklearn.ensemble.RandomForestClassifier,NUMPY_VISUALIZATION
rf_default,sklearn.ensemble.RandomForestClassifier,NUMPY_VISUALIZATION
cm_train,sklearn.metrics.confusion_matrix,NUMPY_VISUALIZATION
cm_test,sklearn.metrics.confusion_matrix,NUMPY_VISUALIZATION
"fpr,tpr,thresholds",sklearn.metrics.roc_curve,NUMPY_VISUALIZATION
"fpr,tpr,thresholds",sklearn.metrics.roc_curve,NUMPY_VISUALIZATION
"fpr,tpr,thresholds",sklearn.metrics.roc_curve,NUMPY_VISUALIZATION
"fpr,tpr,thresholds",sklearn.metrics.roc_curve,NUMPY_VISUALIZATION
rf_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
adab_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
gdb_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
pca_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
gdb_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
rf_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
adab_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
gdb_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
pca_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
gdb_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
rf_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
adab_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
gdb_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
pca_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
gdb_grid_cv,sklearn.model_selection.GridSearchCV,NUMPY_VISUALIZATION
"X_train,X_test,Y_train,Y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
"X_train_pca,X_test_pca,_,_",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
"opt_X_train,opt_X_test,_,_",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
ppl,sklearn.pipeline.Pipeline,NUMPY_VISUALIZATION
model_logr,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
scaler,sklearn.preprocessing.MinMaxScaler,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
conf_mat,sklearn.metrics.confusion_matrix,SCIKIT_LEARN_VISUALIZATION
"X_train,X_valid,y_train,y_valid",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
sel_,sklearn.feature_selection.SelectKBest,SCIKIT_LEARN_VISUALIZATION
sel_,sklearn.feature_selection.SelectPercentile,SCIKIT_LEARN_VISUALIZATION
univariate,sklearn.feature_selection.f_classif,SCIKIT_LEARN_VISUALIZATION
univariate,sklearn.feature_selection.f_regression,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
mae,sklearn.metrics.mean_absolute_error,TENSOR_FLOW
mae,sklearn.metrics.mean_absolute_error,TENSOR_FLOW
"train_set,test_set",sklearn.model_selection.train_test_split,TENSOR_FLOW
kmeans,sklearn.cluster.KMeans,STRUCTURED_DATA_VISUALIZATION
intent_recognizer,sklearn.linear_model.LogisticRegression,STRUCTURED_DATA_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,STRUCTURED_DATA_VISUALIZATION
test_accuracy,sklearn.metrics.accuracy_score,STRUCTURED_DATA_VISUALIZATION
test_accuracy,sklearn.metrics.accuracy_score,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
tag_classifier,sklearn.multiclass.OneVsRestClassifier,STRUCTURED_DATA_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,NUMPY_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,NUMPY_VISUALIZATION
kf,sklearn.model_selection.KFold,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
imp,sklearn.impute.SimpleImputer,NUMPY_VISUALIZATION
accuracy,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
f1,sklearn.metrics.f1_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
precision,sklearn.metrics.precision_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
recall,sklearn.metrics.recall_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
cv,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
cv2,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
pipeline,sklearn.pipeline.Pipeline,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
pipeline2,sklearn.pipeline.Pipeline,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
kmeans,sklearn.cluster.KMeans,REQUESTS
cancer,sklearn.datasets.load_breast_cancer,SCIKIT_LEARN_VISUALIZATION
grid,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
model,sklearn.svm.SVC,SCIKIT_LEARN_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rf2,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rfc,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rf2,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rfc,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_VISUALIZATION
CV_rfc,sklearn.model_selection.GridSearchCV,SCIKIT_LEARN_VISUALIZATION
"x_train,x_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"x_train,x_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
svm,sklearn.linear_model.SGDClassifier,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
lr_bow_score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
lr_tfidf_score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
svm_bow_score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
svm_tfidf_score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
mnb_bow_score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
mnb_tfidf_score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
lr_bow_report,sklearn.metrics.classification_report,SCIKIT_LEARN_WITH_NATURAL_LANGUAGE_PROCESSING
